canonical_task_id,roles,harness,model,variant,job_id,trial_name,resolved,total_tokens,cost_usd,duration_seconds,archive_member,trace_path,status,compressed_bytes,uncompressed_bytes,sha256,error
astropy__astropy-12907,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,astropy__astropy-12907__mLQqAHP,True,67233,,145,run/astropy__astropy-12907__mLQqAHP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/astropy__astropy-12907__mLQqAHP/trajectory.json.gz,existing,8460,40408,8bdb0a8e78956213b49831ea82b6e8613b9a7d9e91bf2ffe51056d7092b5c6af,
django__django-13590,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-13590__ejoKeVF,True,375462,,651.4,run/django__django-13590__ejoKeVF/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-13590__ejoKeVF/trajectory.json.gz,downloaded,12151,63197,b8a414aa09d1706ccde39e8b9f1b2bc17fbac691f2116385f23d212bf2099fb1,
django__django-13590,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13590__BChjNms,True,1102375,0.2228,288.1,run/django__django-13590__BChjNms/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13590__BChjNms/trajectory.json.gz,downloaded,20887,132515,fc698e847735ef0abb53d7067f081987f0ea9cf913a87c212cb2015b1865e37b,
django__django-13658,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-13658__zgxo3z8,True,18947,,73.4,run/django__django-13658__zgxo3z8/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-13658__zgxo3z8/trajectory.json.gz,existing,2652,12578,21a5e700d66dcd10dd330f31c7637726a628d368126bdfe0b82cd50d031d9d01,
django__django-13658,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-13658__65e82cf,True,19140,,66.3,run/django__django-13658__65e82cf/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-13658__65e82cf/trajectory.json.gz,downloaded,2871,13182,8110ded51b8267f92d075ebdccd339bb3539e613a2bec8eb4919899bb2beb8dd,
django__django-13658,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13658__TbedT7a,True,629503,0.1172,235.3,run/django__django-13658__TbedT7a/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13658__TbedT7a/trajectory.json.gz,downloaded,23002,129477,ee3ee91986945e74cf9cecc12ebf79098ad50c6a0030a89d2cc58c4145e2b296,
django__django-13670,token,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,1c623cd0424b,django__django-13670__6bovX59,True,78590,0.0211,348.4,run/django__django-13670__6bovX59/agent/trajectory.json,swebench-verified-winning-traces/1c623cd0424b/django__django-13670__6bovX59/trajectory.json.gz,downloaded,8917,52675,b51c3accaec4485ffff23f67c701997319f31ebd1a3d256d4ed8c1b65e9a39cf,
django__django-13670,cost; time,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,b196c14c0d62,django__django-13670__mXt5nLU,True,93263,0.0204,71.3,run/django__django-13670__mXt5nLU/agent/trajectory.json,swebench-verified-winning-traces/b196c14c0d62/django__django-13670__mXt5nLU/trajectory.json.gz,downloaded,8214,50151,d5d61d35cd31226fe59b7d51ddde86f4e11f8ac562b2c3cb7049dbbe50975b0a,
django__django-13741,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13741__6ddd9ab,True,196474,,102.9,run/django__django-13741__6ddd9ab/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13741__6ddd9ab/trajectory.json.gz,downloaded,13913,75966,04357e809f0301e0031ba4732c794ac9a691ee011fdb91a51ebd6ada13e8257c,
django__django-13741,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13741__gUMWcBZ,True,1557683,0.2698,377.6,run/django__django-13741__gUMWcBZ/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13741__gUMWcBZ/trajectory.json.gz,downloaded,30833,184886,2ba30990c685dc49379665a7b66145d2004e51ef19d5a9f9712f44b31558067d,
django__django-13786,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-13786__xW3CADf,True,127970,,156.6,run/django__django-13786__xW3CADf/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-13786__xW3CADf/trajectory.json.gz,existing,9322,57251,5eb0567a0509217288188b05800047f6c70e00928776022890aa53ac61f2f284,
django__django-13786,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13786__d2423c5,True,353811,,88.3,run/django__django-13786__d2423c5/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13786__d2423c5/trajectory.json.gz,downloaded,17890,106810,1610165d24670b31b9919b54f3ed7215e9d778e103df1b52d1b16c3e2e99bbb3,
django__django-13786,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,django__django-13786__p3rMwzF,True,185301,0.0423,268.4,run/django__django-13786__p3rMwzF/agent/trajectory.json,swebench-verified-winning-traces/db8d33490582/django__django-13786__p3rMwzF/trajectory.json.gz,downloaded,14632,94438,33c0bcdf9449a4790abb47a4f3356d3fb87a0e5b289df2aaf7013a32af401603,
django__django-13794,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-13794__c63b19f,True,548366,,89.5,run/django__django-13794__c63b19f/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-13794__c63b19f/trajectory.json.gz,downloaded,18563,124689,e428df8e9824b65e5aca04e505915c142f52cc5f6a6768339fdec283a99d4b1c,
django__django-13794,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-13794__EzogMMn,True,1815671,6.5301,286.4,run/django__django-13794__EzogMMn/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-13794__EzogMMn/trajectory.json.gz,downloaded,27897,280632,36c6be6ef1a65d676c63bb60661998ea425cce3286033d54d95d34944ded5ab1,
django__django-13794,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13794__bb32719,True,300174,,196.5,run/django__django-13794__bb32719/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13794__bb32719/trajectory.json.gz,downloaded,17544,96988,a6cbd76080dc3bfaa5fc43b581e769df7ca6658ad7398b473abe549948f54b45,
django__django-13807,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-13807__yMPVBfm,True,87521,,110.2,run/django__django-13807__yMPVBfm/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-13807__yMPVBfm/trajectory.json.gz,downloaded,7499,40803,cb0fe26bf2c66a59f280e0dd89ad1765ec6ae36904fa824136df93bd7a48b13b,
django__django-13807,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13807__yRnt2a5,True,1446949,0.2559,197.1,run/django__django-13807__yRnt2a5/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13807__yRnt2a5/trajectory.json.gz,downloaded,28990,185231,85eeb2b8fa860849db7e3f324252bb58629244d87572e4de2e5a570bf6a55344,
django__django-13809,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-13809__jYuA4As,True,663944,,431.2,run/django__django-13809__jYuA4As/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-13809__jYuA4As/trajectory.json.gz,existing,23353,151806,6dd54b439b503bf0873ddba2574a9510242fde186ae986ddf4ab924e2f07cf9a,
django__django-13809,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-13809__d558ad4,True,1149420,,200.1,run/django__django-13809__d558ad4/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-13809__d558ad4/trajectory.json.gz,downloaded,34132,193661,006b028a380eed49ab2aedac70dcc17f6e2fddbf1c3143690195a2715262d965,
django__django-13809,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-13809__HwQJ5Aq,True,2932396,1.7508,460.6,run/django__django-13809__HwQJ5Aq/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-13809__HwQJ5Aq/trajectory.json.gz,downloaded,47500,524787,1ce274b25a2ff75d494ccd3a3b2e516c5d3702ba785e6b6898e87b765f89a61f,
django__django-13810,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13810__a503b80,True,430838,,138,run/django__django-13810__a503b80/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13810__a503b80/trajectory.json.gz,downloaded,19194,118877,a6f0d4281300dddfa2a8a77165716882f57a12087747f2e60fc3bbf3849f62a3,
django__django-13810,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13810__aq2m98c,True,1672986,0.3128,348.6,run/django__django-13810__aq2m98c/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13810__aq2m98c/trajectory.json.gz,downloaded,28848,196116,70ee4fa012bb5ab85de0d9d1e9a2254161b655dfa6a549e96d7c3092c3705a8e,
django__django-13820,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13820__5375fad,True,114352,,105.6,run/django__django-13820__5375fad/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13820__5375fad/trajectory.json.gz,downloaded,11095,50958,0f2eef1f407a4ee9fe64722b58d79be1137693c6f3144d8c68ec50e449c67c05,
django__django-13820,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,django__django-13820__a8c8YzE,True,1141289,1.0237,1437.9,run/django__django-13820__a8c8YzE/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/django__django-13820__a8c8YzE/trajectory.json.gz,downloaded,31272,313452,52c59bb0e17d3ae3ecf0e9ae14385226e8bd816ee7646ef2810e5f5d8697d5d8,
django__django-13821,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,1c623cd0424b,django__django-13821__AvVKtb5,True,413320,0.0817,641.9,run/django__django-13821__AvVKtb5/agent/trajectory.json,swebench-verified-winning-traces/1c623cd0424b/django__django-13821__AvVKtb5/trajectory.json.gz,downloaded,25941,139877,55120f7fe354413f66546fc3267e91d84245d0159beba7dabf87b94f129c26df,
django__django-13821,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13821__195339e,True,269885,,57.8,run/django__django-13821__195339e/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13821__195339e/trajectory.json.gz,downloaded,19582,94440,bd5d2742906b9b0a90ead31bfc6b114eecda3b4a345ae5a9660468c94cd385b9,
django__django-13837,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-13837__8d1ba10,True,175481,,100.6,run/django__django-13837__8d1ba10/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-13837__8d1ba10/trajectory.json.gz,downloaded,9515,63612,1278770a6bdc876caa42b5d1481b2c1e1a0a90fb3c0dd0fe9d0a525f5042c076,
django__django-13837,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,38b024d751d5,django__django-13837__CthnJC5,True,237343,0.0384,652.6,run/django__django-13837__CthnJC5/agent/trajectory.json,swebench-verified-winning-traces/38b024d751d5/django__django-13837__CthnJC5/trajectory.json.gz,downloaded,14466,85535,4361affb1ad4829f4628f3c277557c23133a692ccaf322f2e41e25a6aa74245c,
django__django-13925,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-13925__TrtGPNL,True,240900,,188,run/django__django-13925__TrtGPNL/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-13925__TrtGPNL/trajectory.json.gz,existing,11753,73028,aaf0b45a67a6a86370ab6edd8d158d39231b692c8e8599160338cbf7254d1e51,
django__django-13925,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13925__vPRzeia,True,451761,0.0903,343.4,run/django__django-13925__vPRzeia/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13925__vPRzeia/trajectory.json.gz,downloaded,15120,105973,6bd02db8d6f6da7e1918b7e733332721c214a1a71bf8413a9ae45f1555610caa,
django__django-13933,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-13933__KEs8MUx,True,2771484,10.0161,367.7,run/django__django-13933__KEs8MUx/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-13933__KEs8MUx/trajectory.json.gz,downloaded,33559,400981,5c022c1abc902f08aabd88c9f9cd400165277745482801009044ab2cc23f655d,
django__django-13933,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-13933__fd05705,True,474224,,182.9,run/django__django-13933__fd05705/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-13933__fd05705/trajectory.json.gz,downloaded,15900,117450,e89e1dc9f7c33e235c2dbf4bab1d83201f7b60bf872ccd761acaa939052ac903,
django__django-13964,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-13964__08852d2,True,1645389,,404.6,run/django__django-13964__08852d2/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-13964__08852d2/trajectory.json.gz,downloaded,37229,201467,859190bca5666ca9813f3dae83d97742747e7478f748c81a2d60cfcac25b1d82,
django__django-13964,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,django__django-13964__X8M9NrY,True,739649,,787.5,run/django__django-13964__X8M9NrY/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/django__django-13964__X8M9NrY/trajectory.json.gz,downloaded,33187,153519,edafd1fc5b0ac56b5b7f41ad9a0fdb9c05791e838b1ec8d4d6685bb42a22f9f9,
django__django-13964,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-13964__X8z5Pss,True,2853541,0.5042,535.2,run/django__django-13964__X8z5Pss/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-13964__X8z5Pss/trajectory.json.gz,downloaded,40788,251528,0fa2cd6a3a95a2f297e7bdfc069ca6b92b0cde2e1320d0068338f095dcfb00e2,
django__django-14007,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14007__L6o7jfP,True,613384,,275.9,run/django__django-14007__L6o7jfP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14007__L6o7jfP/trajectory.json.gz,existing,23842,146897,3eba2975149fa09b5ce2ffaeb6b3b08c02300412066246985d631d084d63297d,
django__django-14007,time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-14007__rS8cE6W,True,1267612,,275.4,run/django__django-14007__rS8cE6W/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/django__django-14007__rS8cE6W/trajectory.json.gz,downloaded,25656,165609,e7f1f54c8f12d3af03ceeb145d1fa84823c3dc7c806cecb57c6c86ebd442df27,
django__django-14007,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14007__fFWrNyt,True,2083640,0.4211,616.1,run/django__django-14007__fFWrNyt/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14007__fFWrNyt/trajectory.json.gz,downloaded,31546,184191,79e260a1c4decd717318b865e95ac923d93fd10c137c8f3926de65ee376940f3,
django__django-14011,token,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14011__1d323e0,True,125620,,826.6,run/django__django-14011__1d323e0/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-14011__1d323e0/trajectory.json.gz,downloaded,1826,5971,0cda77c29bd161359ac5d54aae01486d283e3c5e556dbf90fe4f682b8a7d2303,
django__django-14011,cost; time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14011__g9pZaAj,True,5073358,20.4169,677.5,run/django__django-14011__g9pZaAj/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14011__g9pZaAj/trajectory.json.gz,downloaded,83639,742406,fd40bc7ade7923c67300199bfae25a7537b8b1bd864ed3cb2819b63167e5bb5b,
django__django-14017,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14017__Xukk98n,True,66457,,97,run/django__django-14017__Xukk98n/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14017__Xukk98n/trajectory.json.gz,existing,9375,40329,f46ad780a8d5e689ef543b98e88b2da905887787a7918186a3535108aa3d23bc,
django__django-14017,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,7476bf1ef1b9,django__django-14017__BhVqfET,True,440109,0.1029,379.2,run/django__django-14017__BhVqfET/agent/trajectory.json,swebench-verified-winning-traces/7476bf1ef1b9/django__django-14017__BhVqfET/trajectory.json.gz,downloaded,21097,130106,3af44ea31c587b7800ed9e2b9a863c07f8277cf7c496d13b4cf062bfe3a3db97,
django__django-14034,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14034__oboGLNi,True,2732339,10.1272,519.1,run/django__django-14034__oboGLNi/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14034__oboGLNi/trajectory.json.gz,downloaded,39532,435165,7cc1bd56acc2814456c2c05075f3b8b45c5957dd19ec06172b128c46b52ff31a,
django__django-14034,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14034__qbFgLne,True,718759,,270.8,run/django__django-14034__qbFgLne/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-14034__qbFgLne/trajectory.json.gz,downloaded,30074,136702,ea90fb1314535a913cfa1f21dddf506a748829af6b6688ef865c9d5cc0e003fd,
django__django-14053,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,django__django-14053__X4MsfHC,True,111496,,108.2,run/django__django-14053__X4MsfHC/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/django__django-14053__X4MsfHC/trajectory.json.gz,existing,12766,56690,aa1834f3773a8cafcdc3284195254dad0de3de231b11b074138e0fccc43c558a,
django__django-14053,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14053__EQD8x86,True,2239431,0.4069,451.5,run/django__django-14053__EQD8x86/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14053__EQD8x86/trajectory.json.gz,downloaded,39829,223102,976913eb5636b04bf16afb9014c725030bcfb77a1d25aaf8a17cc51fbb6e80e2,
django__django-14089,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-14089__aZigkHt,True,37504,,173.3,run/django__django-14089__aZigkHt/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-14089__aZigkHt/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
django__django-14089,time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,django__django-14089__unxAYPN,True,82833,,72.7,run/django__django-14089__unxAYPN/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/django__django-14089__unxAYPN/trajectory.json.gz,downloaded,5919,28673,df2fcf569fda5eeda0ad6a3967764201c1ee8fc01acdae1b752b74e9e75d4cd0,
django__django-14089,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14089__WKjEewh,True,171166,0.0356,248.4,run/django__django-14089__WKjEewh/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14089__WKjEewh/trajectory.json.gz,downloaded,11597,62402,cadfe66e82485491f8a68d06f8a97ef4de63959ac3f4f2e25bdef9c239ff0f10,
django__django-14122,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14122__7d82b68,True,271726,,179.7,run/django__django-14122__7d82b68/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14122__7d82b68/trajectory.json.gz,downloaded,15868,84803,1080e83bca82c2b0a4d7da1525f1195cfa9e9919bf5de5c5e16768d5e43fc164,
django__django-14122,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14122__R3qt3Zz,True,1933143,0.3402,302.8,run/django__django-14122__R3qt3Zz/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14122__R3qt3Zz/trajectory.json.gz,downloaded,32360,205516,d5f0441d529855764be00cffd05be14e6b71e92b65833b5a5567403ea346403b,
django__django-14140,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14140__yrhovDR,True,515613,,151.8,run/django__django-14140__yrhovDR/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-14140__yrhovDR/trajectory.json.gz,downloaded,20474,88488,58212fdbb0facceb3c8facb80edc07adfdaed6dddb5106cc12bfdcc701fe0a7f,
django__django-14140,token; cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,c9f3260092d5,django__django-14140__Lp4BSG2,True,56557,0.0282,388.3,run/django__django-14140__Lp4BSG2/agent/trajectory.json,swebench-verified-winning-traces/c9f3260092d5/django__django-14140__Lp4BSG2/trajectory.json.gz,downloaded,8984,40636,c6ff79c068964444f2b5fae01f418383eafb13d24c14e066ab8ee877d5c34d83,
django__django-14155,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14155__NrdeXm9,True,1871933,6.9429,388.6,run/django__django-14155__NrdeXm9/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14155__NrdeXm9/trajectory.json.gz,downloaded,29875,298119,c0b17e9a895f73111cc577b31cd5a6933731bbcf1f1237accda56975cf1f9c72,
django__django-14155,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,django__django-14155__bKV2ztM,True,846009,,266.4,run/django__django-14155__bKV2ztM/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/django__django-14155__bKV2ztM/trajectory.json.gz,downloaded,28359,135152,91e954c637fe385b5e747300dc2deed78633b7730ac4e8a7d31cc1094a4ae36a,
django__django-14170,time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14170__d2dafa7,True,4542010,,505.2,run/django__django-14170__d2dafa7/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-14170__d2dafa7/trajectory.json.gz,downloaded,29228,195405,ce42a3f562a5779682194bb15b72049e3de1fdf2f4d4707974e877f1ab91d25c,
django__django-14170,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,django__django-14170__fwqy9GV,True,3141684,11.8556,506.2,run/django__django-14170__fwqy9GV/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/django__django-14170__fwqy9GV/trajectory.json.gz,downloaded,46365,450089,e9843b1a9efef480059d06dcb7e1e1d989003385cd2d3a434bf1e81e3776c043,
django__django-14170,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,django__django-14170__LzueqU3,True,1825386,,635,run/django__django-14170__LzueqU3/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/django__django-14170__LzueqU3/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
django__django-14238,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,django__django-14238__fa1344e,True,192987,,62.5,run/django__django-14238__fa1344e/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/django__django-14238__fa1344e/trajectory.json.gz,downloaded,10656,71244,fc579d9bbe251f4e991484286cb5e5c9e55613a21c5870603572ac09031b1ae1,
django__django-14238,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14238__70f80a1,True,45664,,187.4,run/django__django-14238__70f80a1/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14238__70f80a1/trajectory.json.gz,downloaded,4791,27039,9b2321959dadb0c727746744403a0c4648ce7288d17a2a9c482de172fe40fb9a,
django__django-14238,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,django__django-14238__K4VofbB,True,387382,0.086,192.8,run/django__django-14238__K4VofbB/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/django__django-14238__K4VofbB/trajectory.json.gz,downloaded,14095,102317,985c65084cb15e32f253fc7d14774b23fdc97d2964378d729037e8bbf43c391b,
django__django-14311,token,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1970c693b4a5,django__django-14311__9d75937,True,265160,,433,run/django__django-14311__9d75937/agent/trajectory.json,swebench-verified-winning-traces/1970c693b4a5/django__django-14311__9d75937/trajectory.json.gz,downloaded,11740,39858,83b16a715b23e0d7fc309a5ea83d2b790a151081272bf4820f4050d97a72cec7,
django__django-14311,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,django__django-14311__1bf1b9e,True,340405,,160,run/django__django-14311__1bf1b9e/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/django__django-14311__1bf1b9e/trajectory.json.gz,downloaded,20312,93530,3b4f21d1ca7bfce773d76346edbdc21a8c4bf498489d8b63f984d849bbbf915e,
